"","Poll","Date","Sample","Favorable","Unfavorable","Spread","poll_date","candidate","gain","net"
"2121","The Economist/YouGovThe Economist/YouGov","10/25 - 10/27","1000 A",29,33,"-4",2015-10-26,"Warren",-6.45161290322581,-4
"2219","The Economist/YouGovThe Economist/YouGov","10/18 - 10/20","1000 A",30,32,"-2",2015-10-19,"Warren",-3.2258064516129,-2
"2317","The Economist/YouGovThe Economist/YouGov","10/11 - 10/13","1000 A",30,33,"-3",2015-10-12,"Warren",-4.76190476190476,-3
"2417","The Economist/YouGovThe Economist/YouGov","10/4 - 10/6","1000 A",29,31,"-2",2015-10-05,"Warren",-3.33333333333333,-2
"2517","The Economist/YouGovThe Economist/YouGov","9/27 - 9/29","1000 A",31,25,"+6",2015-09-28,"Warren",10.7142857142857,6
"2617","The Economist/YouGovThe Economist/YouGov","9/20 - 9/22","1000 A",29,26,"+3",2015-09-21,"Warren",5.45454545454545,3
"2717","The Economist/YouGovThe Economist/YouGov","9/13 - 9/15","1000 A",29,31,"-2",2015-09-14,"Warren",-3.33333333333333,-2
"2817","The Economist/YouGovThe Economist/YouGov","9/6 - 9/8","1000 A",29,31,"-2",2015-09-07,"Warren",-3.33333333333333,-2
"2917","The Economist/YouGovThe Economist/YouGov","8/30 - 9/1","1000 A",34,28,"+6",2015-08-31,"Warren",9.67741935483871,6
"3017","The Economist/YouGovThe Economist/YouGov","8/23 - 8/25","1000 A",29,33,"-4",2015-08-24,"Warren",-6.45161290322581,-4
"3121","The Economist/YouGovThe Economist/YouGov","8/9 - 8/11","1000 A",30,29,"+1",2015-08-10,"Warren",1.69491525423729,1
"3219","The Economist/YouGovThe Economist/YouGov","8/2 - 8/4","1000 A",29,28,"+1",2015-08-03,"Warren",1.75438596491228,1
"3317","Associated Press/GfKAssociated Press/GfK","7/24 - 7/28","1044 A",21,22,"-1",2015-07-25,"Warren",-2.32558139534884,-1
"3417","The Economist/YouGovThe Economist/YouGov","7/26 - 7/28","1000 A",29,32,"-3",2015-07-27,"Warren",-4.91803278688525,-3
"3517","The Economist/YouGovThe Economist/YouGov","7/19 - 7/21","1000 A",25,34,"-9",2015-07-20,"Warren",-15.2542372881356,-9
"3617","The Economist/YouGovThe Economist/YouGov","7/12 - 7/14","1000 A",31,30,"+1",2015-07-13,"Warren",1.63934426229508,1
"3717","GallupGallup","7/7 - 7/10","1013 A",21,17,"+4",2015-07-08,"Warren",10.5263157894737,4
"3817","The Economist/YouGovThe Economist/YouGov","7/5 - 7/7","1000 A",30,28,"+2",2015-07-06,"Warren",3.44827586206897,2
"3917","The Economist/YouGovThe Economist/YouGov","6/28 - 6/30","1000 A",31,28,"+3",2015-06-29,"Warren",5.08474576271187,3
"4017","QuinnipiacQuinnipiac","6/24 - 6/30","RV",24,15,"+9",2015-06-25,"Warren",23.0769230769231,9
"4121","The Economist/YouGovThe Economist/YouGov","6/21 - 6/23","1000 A",29,28,"+1",2015-06-22,"Warren",1.75438596491228,1
"4218","The Economist/YouGovThe Economist/YouGov","6/14 - 6/16","1000 A",30,33,"-3",2015-06-15,"Warren",-4.76190476190476,-3
"4316","The Economist/YouGovThe Economist/YouGov","6/7 - 6/9","1000 A",31,24,"+7",2015-06-08,"Warren",12.7272727272727,7
"4416","The Economist/YouGovThe Economist/YouGov","5/10 - 5/12","1000 A",28,23,"+5",2015-05-11,"Warren",9.80392156862745,5
"4516","The Economist/YouGovThe Economist/YouGov","5/3 - 5/5","1000 A",31,29,"+2",2015-05-04,"Warren",3.33333333333333,2
"4616","The Economist/YouGovThe Economist/YouGov","4/26 - 4/28","1000 A",33,31,"+2",2015-04-27,"Warren",3.125,2
"4714","The Economist/YouGovThe Economist/YouGov","4/19 - 4/21","1000 A",30,30,"Tie",2015-04-20,"Warren",0,0
"4814","The Economist/YouGovThe Economist/YouGov","4/12 - 4/14","1000 A",28,28,"Tie",2015-04-13,"Warren",0,0
"4914","The Economist/YouGovThe Economist/YouGov","4/5 - 4/7","1000 A",27,27,"Tie",2015-04-06,"Warren",0,0
"5014","The Economist/YouGovThe Economist/YouGov","3/29 - 3/31","1000 A",30,26,"+4",2015-03-30,"Warren",7.14285714285714,4
"5118","Associated Press/GfKAssociated Press/GfK","3/20 - 3/24","1012 A",15,16,"-1",2015-03-21,"Warren",-3.2258064516129,-1
"5216","The Economist/YouGovThe Economist/YouGov","3/8 - 3/10","1000 A",31,22,"+9",2015-03-09,"Warren",16.9811320754717,9
"5314","The Economist/YouGovThe Economist/YouGov","2/15 - 2/17","1000 A",26,29,"-3",2015-02-15,"Warren",-5.45454545454545,-3
"5412","Pew ResearchPew Research","1/15 - 1/19","1504 A",27,17,"+10",2015-01-15,"Warren",22.7272727272727,10
"5512","QuinnipiacQuinnipiac","12/3 - 12/9","RV",17,19,"-2",2014-12-04,"Warren",-5.55555555555556,-2
"2104","The Economist/YouGovThe Economist/YouGov","10/8 - 10/12","2000 A",16,25,"-9",2015-10-09,"Webb",-21.9512195121951,-9
"3104","QuinnipiacQuinnipiac","9/17 - 9/21","1574 RV",8,11,"-3",2015-09-18,"Webb",-15.7894736842105,-3
"4104","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",15,25,"-10",2015-09-12,"Webb",-25,-10
"5102","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",18,25,"-7",2015-08-29,"Webb",-16.2790697674419,-7
"670","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",17,26,"-9",2015-08-15,"Webb",-20.9302325581395,-9
"747","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",19,26,"-7",2015-07-19,"Webb",-15.5555555555556,-7
"838","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",21,28,"-7",2015-07-05,"Webb",-14.2857142857143,-7
"936","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",17,28,"-11",2015-06-28,"Webb",-24.4444444444444,-11
"1030","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",16,26,"-10",2015-06-21,"Webb",-23.8095238095238,-10
"1126","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",15,25,"-10",2015-06-14,"Webb",-25,-10
"1226","The Economist/YouGovThe Economist/YouGov","6/6 - 6/8","1000 A",16,24,"-8",2015-06-07,"Webb",-20,-8
"1326","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",15,23,"-8",2015-05-31,"Webb",-21.0526315789474,-8
"1424","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",16,21,"-5",2015-05-24,"Webb",-13.5135135135135,-5
"1518","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",10,12,"-2",2015-05-20,"Webb",-9.09090909090909,-2
"1618","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",16,21,"-5",2015-05-17,"Webb",-13.5135135135135,-5
"1718","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",15,21,"-6",2015-04-26,"Webb",-16.6666666666667,-6
"1818","Associated Press/GfKAssociated Press/GfK","4/23 - 4/27","1077 A",7,9,"-2",2015-04-24,"Webb",-12.5,-2
"1918","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",16,25,"-9",2015-04-19,"Webb",-21.9512195121951,-9
"2018","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",19,19,"Tie",2015-04-12,"Webb",0,0
"2122","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",16,20,"-4",2015-04-05,"Webb",-11.1111111111111,-4
"2220","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",18,19,"-1",2015-03-29,"Webb",-2.7027027027027,-1
"2318","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",16,18,"-2",2015-03-22,"Webb",-5.88235294117647,-2
"2418","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",17,20,"-3",2015-03-15,"Webb",-8.10810810810811,-3
"2518","GallupGallup","3/2 - 3/4","1522 A",11,13,"-2",2015-03-03,"Webb",-8.33333333333333,-2
"2618","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",18,19,"-1",2015-02-28,"Webb",-2.7027027027027,-1
"2718","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",15,16,"-1",2015-02-21,"Webb",-3.2258064516129,-1
"2818","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",13,19,"-6",2015-02-14,"Webb",-18.75,-6
"2918","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",12,18,"-6",2015-02-07,"Webb",-20,-6
"3018","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",14,19,"-5",2015-01-31,"Webb",-15.1515151515152,-5
"3122","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",14,19,"-5",2015-01-24,"Webb",-15.1515151515152,-5
"3220","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",12,21,"-9",2015-01-17,"Webb",-27.2727272727273,-9
"3318","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",15,19,"-4",2015-01-10,"Webb",-11.7647058823529,-4
"3418","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",13,21,"-8",2015-01-03,"Webb",-23.5294117647059,-8
"3518","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",15,21,"-6",2014-12-28,"Webb",-16.6666666666667,-6
"2105","The Economist/YouGovThe Economist/YouGov","11/5 - 11/9","2000 A",19,43,"-24",2015-11-06,"Jindal",-38.7096774193548,-24
"3105","The Economist/YouGovThe Economist/YouGov","10/23 - 10/27","2000 A",21,39,"-18",2015-10-24,"Jindal",-30,-18
"4105","The Economist/YouGovThe Economist/YouGov","10/8 - 10/12","2000 A",22,38,"-16",2015-10-09,"Jindal",-26.6666666666667,-16
"5103","QuinnipiacQuinnipiac","9/17 - 9/21","1574 RV",21,27,"-6",2015-09-18,"Jindal",-12.5,-6
"677","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",22,39,"-17",2015-09-12,"Jindal",-27.8688524590164,-17
"748","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",23,38,"-15",2015-08-29,"Jindal",-24.5901639344262,-15
"839","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",24,37,"-13",2015-08-15,"Jindal",-21.3114754098361,-13
"937","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",24,33,"-9",2015-07-19,"Jindal",-15.7894736842105,-9
"1034","Associated Press-GfKAssociated Press-GfK","7/9 - 7/13","1004 A",16,21,"-5",2015-07-10,"Jindal",-13.5135135135135,-5
"1127","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",28,33,"-5",2015-07-05,"Jindal",-8.19672131147541,-5
"1227","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",27,35,"-8",2015-06-28,"Jindal",-12.9032258064516,-8
"1327","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",24,36,"-12",2015-06-21,"Jindal",-20,-12
"1425","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",22,35,"-13",2015-06-14,"Jindal",-22.8070175438596,-13
"1519","The Economist/YouGovThe Economist/YouGov","6/6 - 6/8","1000 A",26,34,"-8",2015-06-07,"Jindal",-13.3333333333333,-8
"1619","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",21,31,"-10",2015-05-31,"Jindal",-19.2307692307692,-10
"1719","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",25,32,"-7",2015-05-24,"Jindal",-12.280701754386,-7
"1819","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",17,20,"-3",2015-05-20,"Jindal",-8.10810810810811,-3
"1919","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",27,29,"-2",2015-05-17,"Jindal",-3.57142857142857,-2
"2019","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",24,30,"-6",2015-04-26,"Jindal",-11.1111111111111,-6
"2123","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",26,31,"-5",2015-04-19,"Jindal",-8.7719298245614,-5
"2221","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",24,29,"-5",2015-04-12,"Jindal",-9.43396226415094,-5
"2319","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",29,27,"+2",2015-04-05,"Jindal",3.57142857142857,2
"2419","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",25,27,"-2",2015-03-29,"Jindal",-3.84615384615385,-2
"2519","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",25,28,"-3",2015-03-22,"Jindal",-5.66037735849057,-3
"2619","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",27,29,"-2",2015-03-15,"Jindal",-3.57142857142857,-2
"2719","GallupGallup","3/2 - 3/4","1522 A",18,17,"+1",2015-03-03,"Jindal",2.85714285714286,1
"2819","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",26,28,"-2",2015-02-28,"Jindal",-3.7037037037037,-2
"2919","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",24,26,"-2",2015-02-21,"Jindal",-4,-2
"3019","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",26,27,"-1",2015-02-14,"Jindal",-1.88679245283019,-1
"3123","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",26,24,"+2",2015-02-07,"Jindal",4,2
"3221","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",26,29,"-3",2015-01-31,"Jindal",-5.45454545454545,-3
"3319","GallupGallup","7/7 - 7/10","1013 A",22,16,"+6",2015-07-08,"Jindal",15.7894736842105,6
"3419","QuinnipiacQuinnipiac","6/24 - 6/30","RV",21,19,"+2",2015-06-25,"Jindal",5,2
"3519","Associated Press/GfKAssociated Press/GfK","3/20 - 3/24","1012 A",14,21,"-7",2015-03-21,"Jindal",-20,-7
"3618","QuinnipiacQuinnipiac","12/3 - 12/9","RV",21,15,"+6",2014-12-04,"Jindal",16.6666666666667,6
"2106","GallupGallup","7/7 - 7/10","1013 A",27,24,"+3",2016-07-07,"Cuomo",5.88235294117647,3
"3106","QuinnipiacQuinnipiac","6/24 - 6/30","RV",19,28,"-9",2016-06-24,"Cuomo",-19.1489361702128,-9
"4106","The Economist/YouGovThe Economist/YouGov","3/29 - 3/31","1000 A",26,32,"-6",2016-03-29,"Cuomo",-10.3448275862069,-6
"5104","Associated Press/GfKAssociated Press/GfK","3/20 - 3/24","1012 A",16,22,"-6",2016-03-20,"Cuomo",-15.7894736842105,-6
"678","QuinnipiacQuinnipiac","12/3 - 12/9","RV",19,23,"-4",2015-12-04,"Cuomo",-9.52380952380952,-4
"749","MonmouthMonmouth","7/25 - 7/30","RV",24,29,"-5",2015-07-26,"Cuomo",-9.43396226415094,-5
"840","FOX NewsFOX News","6/22 - 6/24","1012 RV",20,24,"-4",2015-06-23,"Cuomo",-9.09090909090909,-4
