"","poll_date","votes","candidate","source","type"
"25979","2015-10-29",55.5,"Carson","Huffington Post","future approval split"
"25980","2015-10-19",60.5,"Carson","Huffington Post","future approval split"
"25981","2015-10-25",56.5,"Carson","Huffington Post","future approval split"
"25982","2015-10-23",54.5,"Carson","Huffington Post","future approval split"
"25983","2015-10-22",58.5,"Carson","Huffington Post","future approval split"
"25984","2015-10-15",52.5,"Carson","Huffington Post","future approval split"
"25985","2015-10-15",57,"Carson","Huffington Post","future approval split"
"25986","2015-10-16",56.5,"Carson","Huffington Post","future approval split"
"25987","2015-10-08",55,"Carson","Huffington Post","future approval split"
"25988","2015-10-08",56.5,"Carson","Huffington Post","future approval split"
"25989","2015-10-04",56,"Carson","Huffington Post","future approval split"
"25990","2015-10-02",57.5,"Carson","Huffington Post","future approval split"
"25991","2015-10-01",54,"Carson","Huffington Post","future approval split"
"25992","2015-09-25",55.5,"Carson","Huffington Post","future approval split"
"25993","2015-09-24",54,"Carson","Huffington Post","future approval split"
"25994","2015-09-24",55.5,"Carson","Huffington Post","future approval split"
"25995","2015-09-23",59,"Carson","Huffington Post","future approval split"
"25996","2015-09-20",49,"Carson","Huffington Post","future approval split"
"25997","2015-09-20",59.5,"Carson","Huffington Post","future approval split"
"25998","2015-09-17",66,"Carson","Huffington Post","future approval split"
"25999","2015-09-18",58.5,"Carson","Huffington Post","future approval split"
"26000","2015-09-17",60,"Carson","Huffington Post","future approval split"
"26001","2015-09-11",56,"Carson","Huffington Post","future approval split"
"26002","2015-09-11",58,"Carson","Huffington Post","future approval split"
"26003","2015-08-26",59.5,"Carson","Huffington Post","future approval split"
"26004","2015-09-05",59.5,"Carson","Huffington Post","future approval split"
"26005","2015-09-04",59,"Carson","Huffington Post","future approval split"
"26006","2015-08-28",53.5,"Carson","Huffington Post","future approval split"
"26007","2015-08-28",55.5,"Carson","Huffington Post","future approval split"
"26008","2015-08-28",54,"Carson","Huffington Post","future approval split"
"26009","2015-08-20",60,"Carson","Huffington Post","future approval split"
"26010","2015-08-14",53,"Carson","Huffington Post","future approval split"
"26011","2015-08-08",51,"Carson","Huffington Post","future approval split"
"26012","2015-08-07",53.5,"Carson","Huffington Post","future approval split"
"26013","2015-07-31",52,"Carson","Huffington Post","future approval split"
"26014","2015-07-31",50,"Carson","Huffington Post","future approval split"
"26015","2015-07-26",46.5,"Carson","Huffington Post","future approval split"
"26016","2015-07-23",56.5,"Carson","Huffington Post","future approval split"
"26017","2015-07-22",50.5,"Carson","Huffington Post","future approval split"
"26018","2015-07-20",48.5,"Carson","Huffington Post","future approval split"
"26019","2015-07-08",56,"Carson","Huffington Post","future approval split"
"26020","2015-07-18",54,"Carson","Huffington Post","future approval split"
"26021","2015-07-17",51.5,"Carson","Huffington Post","future approval split"
"26022","2015-07-11",48.5,"Carson","Huffington Post","future approval split"
"26023","2015-07-09",52.5,"Carson","Huffington Post","future approval split"
"26024","2015-07-09",53,"Carson","Huffington Post","future approval split"
"26025","2015-06-27",51,"Carson","Huffington Post","future approval split"
"26026","2015-06-20",48.5,"Carson","Huffington Post","future approval split"
"26027","2015-06-13",49,"Carson","Huffington Post","future approval split"
"26028","2015-06-11",49.5,"Carson","Huffington Post","future approval split"
"26029","2015-06-06",51.5,"Carson","Huffington Post","future approval split"
"26030","2015-05-30",48.5,"Carson","Huffington Post","future approval split"
"26031","2015-05-19",54,"Carson","Huffington Post","future approval split"
"26032","2015-05-23",50.5,"Carson","Huffington Post","future approval split"
"26033","2015-05-16",50,"Carson","Huffington Post","future approval split"
"26034","2015-05-09",55,"Carson","Huffington Post","future approval split"
"26035","2015-05-09",53.5,"Carson","Huffington Post","future approval split"
"26036","2015-05-02",49.5,"Carson","Huffington Post","future approval split"
"26037","2015-04-25",51,"Carson","Huffington Post","future approval split"
"26038","2015-04-23",51.5,"Carson","Huffington Post","future approval split"
"26039","2015-04-18",49,"Carson","Huffington Post","future approval split"
"26040","2015-04-11",51,"Carson","Huffington Post","future approval split"
"26041","2015-04-04",50,"Carson","Huffington Post","future approval split"
"26042","2015-03-29",54.5,"Carson","Huffington Post","future approval split"
"26043","2015-03-26",50,"Carson","Huffington Post","future approval split"
"26044","2015-03-28",53,"Carson","Huffington Post","future approval split"
"26045","2015-03-21",50.5,"Carson","Huffington Post","future approval split"
"26046","2015-03-14",53,"Carson","Huffington Post","future approval split"
"26047","2015-03-13",54,"Carson","Huffington Post","future approval split"
"26048","2015-03-07",51.5,"Carson","Huffington Post","future approval split"
"26049","2015-03-02",56,"Carson","Huffington Post","future approval split"
"26050","2016-03-11",42,"Rubio","Huffington Post","future approval split"
"26051","2016-03-10",40.5,"Rubio","Huffington Post","future approval split"
"26052","2016-03-04",45,"Rubio","Huffington Post","future approval split"
"26053","2016-03-03",44.5,"Rubio","Huffington Post","future approval split"
"26054","2016-03-03",47,"Rubio","Huffington Post","future approval split"
"26055","2016-02-29",42,"Rubio","Huffington Post","future approval split"
"26056","2016-02-26",48,"Rubio","Huffington Post","future approval split"
"26057","2016-02-26",43.5,"Rubio","Huffington Post","future approval split"
"26058","2016-02-24",53,"Rubio","Huffington Post","future approval split"
"26059","2016-02-24",45.5,"Rubio","Huffington Post","future approval split"
"26060","2016-02-15",45.5,"Rubio","Huffington Post","future approval split"
"26061","2016-02-14",48.5,"Rubio","Huffington Post","future approval split"
"26062","2016-02-11",47,"Rubio","Huffington Post","future approval split"
"26063","2016-02-11",44.5,"Rubio","Huffington Post","future approval split"
"26064","2016-02-10",51,"Rubio","Huffington Post","future approval split"
"26065","2016-02-10",47,"Rubio","Huffington Post","future approval split"
"26066","2016-02-03",50,"Rubio","Huffington Post","future approval split"
"26067","2016-02-03",45,"Rubio","Huffington Post","future approval split"
"26068","2016-02-02",57,"Rubio","Huffington Post","future approval split"
"26069","2016-02-02",49,"Rubio","Huffington Post","future approval split"
"26070","2016-02-02",51,"Rubio","Huffington Post","future approval split"
"26071","2016-01-29",46.5,"Rubio","Huffington Post","future approval split"
"26072","2016-01-27",49.5,"Rubio","Huffington Post","future approval split"
"26073","2016-01-21",44,"Rubio","Huffington Post","future approval split"
"26074","2016-01-21",53.5,"Rubio","Huffington Post","future approval split"
"26075","2016-01-20",46,"Rubio","Huffington Post","future approval split"
"26076","2016-01-15",45.5,"Rubio","Huffington Post","future approval split"
"26077","2016-01-14",48.5,"Rubio","Huffington Post","future approval split"
"26078","2016-01-08",48.5,"Rubio","Huffington Post","future approval split"
"26079","2016-01-06",48.5,"Rubio","Huffington Post","future approval split"
"26080","2015-12-31",49.5,"Rubio","Huffington Post","future approval split"
"26081","2015-12-18",47,"Rubio","Huffington Post","future approval split"
"26082","2015-12-17",56,"Rubio","Huffington Post","future approval split"
"26083","2015-12-17",47,"Rubio","Huffington Post","future approval split"
"26084","2015-12-16",54.5,"Rubio","Huffington Post","future approval split"
"26085","2015-12-16",42,"Rubio","Huffington Post","future approval split"
"26086","2015-12-11",50,"Rubio","Huffington Post","future approval split"
"26087","2015-12-06",51.5,"Rubio","Huffington Post","future approval split"
"26088","2015-12-04",51,"Rubio","Huffington Post","future approval split"
"26089","2015-12-08",47,"Rubio","Huffington Post","future approval split"
"26090","2015-12-03",48.5,"Rubio","Huffington Post","future approval split"
"26091","2015-12-03",51.5,"Rubio","Huffington Post","future approval split"
"26092","2015-12-02",52.5,"Rubio","Huffington Post","future approval split"
"26093","2015-11-15",51.5,"Rubio","Huffington Post","future approval split"
"26094","2015-11-23",54.5,"Rubio","Huffington Post","future approval split"
"26095","2015-11-19",47.5,"Rubio","Huffington Post","future approval split"
"26096","2015-11-16",51,"Rubio","Huffington Post","future approval split"
"26097","2015-11-13",49.5,"Rubio","Huffington Post","future approval split"
"26098","2015-11-06",46,"Rubio","Huffington Post","future approval split"
"26099","2015-11-05",47.5,"Rubio","Huffington Post","future approval split"
"26100","2015-11-05",50.5,"Rubio","Huffington Post","future approval split"
"26101","2015-11-04",52,"Rubio","Huffington Post","future approval split"
"26102","2015-10-29",57,"Rubio","Huffington Post","future approval split"
"26103","2015-10-29",49,"Rubio","Huffington Post","future approval split"
"26104","2015-10-19",52.5,"Rubio","Huffington Post","future approval split"
"26105","2015-10-25",50.5,"Rubio","Huffington Post","future approval split"
"26106","2015-10-23",47.5,"Rubio","Huffington Post","future approval split"
"26107","2015-10-22",49.5,"Rubio","Huffington Post","future approval split"
"26108","2015-10-15",45.5,"Rubio","Huffington Post","future approval split"
"26109","2015-10-15",53,"Rubio","Huffington Post","future approval split"
"26110","2015-10-16",47,"Rubio","Huffington Post","future approval split"
"26111","2015-10-08",49,"Rubio","Huffington Post","future approval split"
"26112","2015-10-08",48.5,"Rubio","Huffington Post","future approval split"
"26113","2015-10-04",51,"Rubio","Huffington Post","future approval split"
"26114","2015-10-02",49.5,"Rubio","Huffington Post","future approval split"
"26115","2015-10-01",47,"Rubio","Huffington Post","future approval split"
"26116","2015-09-11",41,"Rubio","Huffington Post","future approval split"
"26117","2015-09-25",50,"Rubio","Huffington Post","future approval split"
"26118","2015-09-24",51.5,"Rubio","Huffington Post","future approval split"
"26119","2015-09-24",47,"Rubio","Huffington Post","future approval split"
"26120","2015-09-20",50,"Rubio","Huffington Post","future approval split"
"26121","2015-09-17",55,"Rubio","Huffington Post","future approval split"
"26122","2015-09-18",50.5,"Rubio","Huffington Post","future approval split"
"26123","2015-09-17",51.5,"Rubio","Huffington Post","future approval split"
"26124","2015-09-11",46.5,"Rubio","Huffington Post","future approval split"
"26125","2015-09-11",48.5,"Rubio","Huffington Post","future approval split"
"26126","2015-08-26",53.5,"Rubio","Huffington Post","future approval split"
"26127","2015-09-05",48,"Rubio","Huffington Post","future approval split"
"26128","2015-09-04",49.5,"Rubio","Huffington Post","future approval split"
"26129","2015-08-28",47.5,"Rubio","Huffington Post","future approval split"
"26130","2015-08-28",45.5,"Rubio","Huffington Post","future approval split"
"26131","2015-08-28",47.5,"Rubio","Huffington Post","future approval split"
"26132","2015-08-20",57,"Rubio","Huffington Post","future approval split"
"26133","2015-08-14",48.5,"Rubio","Huffington Post","future approval split"
"26134","2015-08-08",45.5,"Rubio","Huffington Post","future approval split"
"26135","2015-08-07",50.5,"Rubio","Huffington Post","future approval split"
"26136","2015-07-31",49,"Rubio","Huffington Post","future approval split"
"26137","2015-07-31",48,"Rubio","Huffington Post","future approval split"
"26138","2015-07-29",51,"Rubio","Huffington Post","future approval split"
"26139","2015-07-26",50.5,"Rubio","Huffington Post","future approval split"
"26140","2015-07-26",42.5,"Rubio","Huffington Post","future approval split"
"26141","2015-07-23",52,"Rubio","Huffington Post","future approval split"
"26142","2015-07-22",48.5,"Rubio","Huffington Post","future approval split"
"26143","2015-07-20",45.5,"Rubio","Huffington Post","future approval split"
"26144","2015-07-08",53,"Rubio","Huffington Post","future approval split"
"26145","2015-07-18",52.5,"Rubio","Huffington Post","future approval split"
"26146","2015-07-17",50.5,"Rubio","Huffington Post","future approval split"
